Question,Answer
"What disease causes Abdominal pain or cramps, Diarrhea, Nausea, Bloody stools, Loss of appetite, Muscle aches, Body aches, Rashes, General discomfort, Joint pain?",Shigellosis (Bacillary Dysentery)
"What disease causes Diarrhea, Stomach cramps, Low-grade fever, Muscle aches, Nausea, Headache, Abdominal pain, Loss of appetite, Chills, Sweating, Body aches, Rashes?",Norovirus Infection
"What disease causes Runny nose, Irritability, Fatigue, Cough, Diarrhea, Vomiting, Body aches, Chills, Feverish?",Roseola
"What disease causes Fever, Diarrhea, Bloody stools, Dehydration, Muscle aches, Chills, Joint pain?",Shigellosis (Bacillary Dysentery)
"What disease causes Abdominal pain or cramps, Diarrhea, Nausea, Vomiting, Stomach cramps, Fatigue, Dehydration, Loss of appetite, Muscle aches, Rashes, General discomfort, Chills?",Shigellosis (Bacillary Dysentery)
"What disease causes Nausea, Vomiting, Bloody stools, Stomach cramps, Headache, Loss of appetite, Body aches, Rashes, Joint pain?",Shigellosis (Bacillary Dysentery)
"What disease causes Abdominal pain or cramps, Diarrhea, Vomiting, Bloody stools, Loss of appetite, Muscle aches, Body aches, Feverish, Joint pain?",Shigellosis (Bacillary Dysentery)
"What disease causes Loss of appetite, Sore throat, Mouth sores, Red spots, Blisters, Cough, Sore muscles, Headache?","Hand, Foot, and Mouth Disease"
"What disease causes High fever, Runny nose, Rash, Swollen lymph nodes, Sore throat, Headache, Cough, Vomiting, Body aches, Chills?",Roseola
"What disease causes Rash, Irritability, Fatigue, Red eyes, Diarrhea, Loss of appetite, Abdominal pain, Body aches, Rashes?",Roseola
"What disease causes Stomach cramps, Muscle aches, Fatigue, Loss of appetite, Chills, Sweating, Body aches?",Norovirus Infection
"What disease causes Low-grade fever, Nausea, Headache, Loss of appetite, Dehydration, Chills, Sweating, Rashes, Fever, Irritability?",Norovirus Infection
"What disease causes Sores in mouth, Rash on hands and feet, Loss of appetite, Sore throat, Red spots, Sore muscles, Headache, General discomfort?","Hand, Foot, and Mouth Disease"
"What disease causes Fever, Red lines in body folds, Strawberry tongue, Fever (100.4�F / 38.0�C or higher), Tender, enlarged neck glands, Abdominal pain, Headache and body aches?",Scarlet Fever
"What disease causes Stomach cramps, Low-grade fever, Muscle aches, Nausea, Fatigue, Abdominal pain, Chills, Sweating, Body aches, Rashes?",Norovirus Infection
"What disease causes Vomiting, Stomach cramps, Low-grade fever, Fatigue, Sweating, Body aches, General discomfort?",Norovirus Infection
"What disease causes Diarrhea, Vomiting, Stomach cramps, Low-grade fever, Muscle aches, Headache, Abdominal pain, Sweating, Irritability?",Norovirus Infection
"What disease causes Vomiting, Stomach cramps, Low-grade fever, Muscle aches, Nausea, Headache, Chills, General discomfort?",Norovirus Infection
"What disease causes Fever, Abdominal pain or cramps, Diarrhea, Nausea, Bloody stools, Headache, Loss of appetite, Body aches, Rashes, General discomfort, Chills?",Shigellosis (Bacillary Dysentery)
"What disease causes Abdominal pain or cramps, Diarrhea, Vomiting, Stomach cramps, Dehydration?",Shigellosis (Bacillary Dysentery)
"What disease causes Diarrhea, Stomach cramps, Nausea, Abdominal pain, Loss of appetite, Dehydration, Sweating?",Norovirus Infection
"What disease causes Stomach cramps, Headache, Fatigue, Loss of appetite, Dehydration, Sweating, Fever, Irritability?",Norovirus Infection
"What disease causes Abdominal pain or cramps, Nausea, Stomach cramps, Headache, Fatigue, Dehydration, Loss of appetite, Rashes, General discomfort?",Shigellosis (Bacillary Dysentery)
"What disease causes Nausea, Vomiting, Stomach cramps, Dehydration, Muscle aches, Body aches, General discomfort?",Shigellosis (Bacillary Dysentery)
"What disease causes Runny nose, Sore throat, Headache, Cough, Vomiting, Rashes, Chills, Feverish?",Roseola
"What disease causes High fever, Rash, Fatigue, Swollen lymph nodes, Headache, Diarrhea, Vomiting, Body aches, Rashes, Chills?",Roseola
"What disease causes Rash on hands and feet, Red spots, Headache, Difficulty swallowing?","Hand, Foot, and Mouth Disease"
"What disease causes Vomiting, Muscle aches, Nausea, Headache, Fatigue, Loss of appetite, Dehydration, Rashes, General discomfort, Fever, Irritability?",Norovirus Infection
"What disease causes Stomach cramps, Low-grade fever, Abdominal pain, Chills, Body aches, General discomfort, Irritability?",Norovirus Infection
"What disease causes Runny nose, Irritability, Sore throat, Headache, Cough, Red eyes, Diarrhea, Vomiting, Loss of appetite, Abdominal pain, Body aches, Chills?",Roseola
"What disease causes Fever, Diarrhea, Vomiting, Bloody stools, General discomfort, Chills, Joint pain?",Shigellosis (Bacillary Dysentery)
"What disease causes High fever, Runny nose, Irritability, Fatigue, Red eyes, Abdominal pain, Body aches, Rashes?",Roseola
"What disease causes Sore throat, Headache, Red eyes, Diarrhea, Rashes?",Roseola
"What disease causes Abdominal pain or cramps, Diarrhea, Dehydration, Body aches, Rashes, General discomfort, Chills?",Shigellosis (Bacillary Dysentery)
"What disease causes Vomiting, Stomach cramps, Muscle aches, Headache, Abdominal pain, Loss of appetite, Sweating, Rashes, General discomfort, Fever, Irritability?",Norovirus Infection
"What disease causes High fever, Runny nose, Swollen lymph nodes, Sore throat, Cough, Red eyes, Diarrhea, Loss of appetite, Body aches, Chills?",Roseola
"What disease causes Fatigue, Cough, Red eyes, Loss of appetite, Abdominal pain, Body aches, Chills, Feverish?",Roseola
"What disease causes Abdominal pain or cramps, Fatigue, Muscle aches, Body aches, Feverish, General discomfort, Chills?",Shigellosis (Bacillary Dysentery)
"What disease causes Watering eyes, Sore throat, Headache, Mild fatigue, Chills, Watery discharge from nose that thickens and turns yellow or green?",Common Cold
"What disease causes High fever, Runny nose, Fatigue, Swollen lymph nodes?",Roseola
"What disease causes Runny nose, Rash, Fatigue, Headache, Cough, Red eyes, Vomiting, Body aches, Rashes, Chills?",Roseola
"What disease causes Vomiting, Bloody stools, Fatigue, Dehydration, Loss of appetite, Feverish, Chills, Joint pain?",Shigellosis (Bacillary Dysentery)
"What disease causes Diarrhea, Vomiting, Nausea, Abdominal pain, Loss of appetite, Dehydration, Chills, Sweating, Rashes, Irritability?",Norovirus Infection
"What disease causes Runny nose, Irritability, Fatigue, Swollen lymph nodes, Cough, Diarrhea, Vomiting, Abdominal pain, Body aches?",Roseola
"What disease causes Vomiting, Stomach cramps, Muscle aches, Nausea, Abdominal pain, Dehydration, Chills, Sweating, Irritability?",Norovirus Infection
"What disease causes Rash, Irritability, Fatigue, Sore throat, Headache, Cough, Red eyes, Diarrhea, Loss of appetite, Abdominal pain, Body aches, Rashes?",Roseola
"What disease causes Stomach cramps, Low-grade fever, Headache, Fatigue, Abdominal pain, Dehydration, Sweating, Rashes, General discomfort, Fever?",Norovirus Infection
"What disease causes Rash, Fatigue, Swollen lymph nodes, Headache, Cough, Diarrhea, Abdominal pain, Body aches, Rashes, Feverish?",Roseola
"What disease causes Vomiting, Stomach cramps, Headache, Abdominal pain, Loss of appetite, Dehydration, Chills, General discomfort, Fever, Irritability?",Norovirus Infection
"What disease causes Fever, Abdominal pain or cramps, Diarrhea, Fatigue, Loss of appetite, Muscle aches, Feverish?",Shigellosis (Bacillary Dysentery)
"What disease causes Diarrhea, Vomiting, Muscle aches, Headache, Body aches, Irritability?",Norovirus Infection
"What disease causes Rash, Swollen lymph nodes, Headache, Diarrhea, Loss of appetite, Chills, Feverish?",Roseola
"What disease causes Swollen, painful salivary glands, Muscle aches, Tiredness, Trouble chewing, Testicle pain and tenderness, Tiredness?",Mumps
"What disease causes Diarrhea, Vomiting, Low-grade fever, Muscle aches, Nausea, Fatigue, Loss of appetite, Dehydration, Chills, General discomfort?",Norovirus Infection
"What disease causes Diarrhea, Muscle aches, Nausea, Headache, Abdominal pain, Dehydration, Chills, Sweating?",Norovirus Infection
"What disease causes Fever, Abdominal pain or cramps, Nausea, Vomiting, Stomach cramps, Headache, Muscle aches, Body aches, Rashes, Chills?",Shigellosis (Bacillary Dysentery)
"What disease causes Stomach cramps, Low-grade fever, Nausea, Abdominal pain, Loss of appetite, Dehydration, Chills, Rashes, General discomfort, Irritability?",Norovirus Infection
"What disease causes Fever, Abdominal pain or cramps, Nausea, Stomach cramps, Fatigue, Dehydration, Loss of appetite, Muscle aches, Chills, Joint pain?",Shigellosis (Bacillary Dysentery)
"What disease causes Sore throat, Swollen lymph nodes, Abdominal pain, Body aches, Loss of appetite?",Strep Throat
"What disease causes Rash, Irritability, Fatigue, Rashes, Chills?",Roseola
"What disease causes Abdominal pain or cramps, Diarrhea, Stomach cramps, Headache, Fatigue, Muscle aches, Body aches, Rashes, Joint pain?",Shigellosis (Bacillary Dysentery)
"What disease causes High fever, Rash, Irritability, Swollen lymph nodes, Headache, Red eyes, Diarrhea, Vomiting, Loss of appetite, Body aches, Rashes, Feverish?",Roseola
"What disease causes High fever, Runny nose, Irritability, Fatigue, Swollen lymph nodes, Headache, Red eyes, Abdominal pain, Rashes, Feverish?",Roseola
"What disease causes High fever, Runny nose, Irritability, Fatigue, Swollen lymph nodes, Headache, Vomiting, Loss of appetite, Body aches, Chills?",Roseola
"What disease causes Diarrhea, Headache, Fatigue, Abdominal pain, Loss of appetite, Chills, Body aches, General discomfort, Fever, Irritability?",Norovirus Infection
"What disease causes Fever, Bloody stools, Stomach cramps, Fatigue, Loss of appetite, Muscle aches, Body aches, Feverish, Rashes, Chills?",Shigellosis (Bacillary Dysentery)
"What disease causes Whooping cough, Sneezing, Nasal discharge, Runny nose, Vomiting after coughing, Fatigue?",Pertussis (Whooping Cough)
"What disease causes High fever, Red eyes, Cough, Small white spots inside the cheeks?",Measles
"What disease causes Diarrhea, Nausea, Headache, Dehydration, Loss of appetite, Body aches, Feverish, Rashes, General discomfort, Joint pain?",Shigellosis (Bacillary Dysentery)
"What disease causes Rash, Irritability, Fatigue, Diarrhea, Vomiting, Loss of appetite, Abdominal pain, Body aches, Rashes, Chills, Feverish?",Roseola
"What disease causes High fever, Runny nose, Rash, Irritability, Sore throat, Red eyes, Diarrhea, Loss of appetite, Abdominal pain, Chills, Feverish?",Roseola
"What disease causes Diarrhea, Stomach cramps, Nausea, Headache, Abdominal pain, Sweating, Rashes, General discomfort, Fever?",Norovirus Infection
"What disease causes Fever, Rash on hands and feet, Sore throat, Mouth sores, Blisters, Fatigue, Cough, General discomfort?","Hand, Foot, and Mouth Disease"
"What disease causes Rash, Sore throat, Headache, Cough, Red eyes, Vomiting, Chills?",Roseola
"What disease causes Rash on hands and feet, Mouth sores, Red spots, Cough, General discomfort, Difficulty swallowing?","Hand, Foot, and Mouth Disease"
"What disease causes Diarrhea, Loss of appetite, Body aches, Chills?",Roseola
"What disease causes Fever, Rash on hands and feet, Loss of appetite, Sore throat, Mouth sores, Red spots, Blisters, Cough, Mild fever, Difficulty swallowing?","Hand, Foot, and Mouth Disease"
"What disease causes Stomach cramps, Low-grade fever, Muscle aches, Nausea, Headache, Loss of appetite, Chills, Fever, Irritability?",Norovirus Infection
"What disease causes Fever, Abdominal pain or cramps, Body aches, Feverish, Rashes, General discomfort, Joint pain?",Shigellosis (Bacillary Dysentery)
"What disease causes Runny nose, Irritability, Swollen lymph nodes, Sore throat, Diarrhea, Abdominal pain, Body aches, Rashes?",Roseola
"What disease causes High fever, Fatigue, Swollen lymph nodes, Sore throat, Headache, Rashes, Chills, Feverish?",Roseola
"What disease causes Fever, Diarrhea, Headache, Loss of appetite?",Shigellosis (Bacillary Dysentery)
"What disease causes High fever, Runny nose, Rash, Fatigue, Swollen lymph nodes, Headache, Red eyes, Loss of appetite, Abdominal pain?",Roseola
"What disease causes Fatigue, Sore throat, Cough, Red eyes, Chills?",Roseola
"What disease causes High fever, Fatigue, Swollen lymph nodes, Red eyes, Vomiting, Abdominal pain, Chills?",Roseola
"What disease causes Fever, Rash on hands and feet, Loss of appetite, Blisters, Cough, Sore muscles, General discomfort, Mild fever, Difficulty swallowing?","Hand, Foot, and Mouth Disease"
"What disease causes Nausea, Bloody stools, Headache, Body aches, Rashes, Chills, Joint pain?",Shigellosis (Bacillary Dysentery)
"What disease causes High fever, Runny nose, Rash, Irritability, Swollen lymph nodes, Sore throat, Headache, Cough, Diarrhea, Loss of appetite?",Roseola
"What disease causes Diarrhea, Vomiting, Bloody stools, Muscle aches, Body aches, Rashes, Chills?",Shigellosis (Bacillary Dysentery)
"What disease causes Abdominal pain, Dehydration, Rashes, General discomfort, Fever?",Norovirus Infection
"What disease causes Diarrhea, Stomach cramps, Nausea, Headache, Sweating, General discomfort, Fever, Irritability?",Norovirus Infection
"What disease causes High fever, Rash, Swollen lymph nodes, Sore throat, Red eyes, Diarrhea, Vomiting, Loss of appetite, Abdominal pain, Body aches, Rashes, Chills?",Roseola
"What disease causes Abdominal pain or cramps, Nausea, Stomach cramps, Dehydration, Loss of appetite, Muscle aches, Body aches, Feverish, Rashes, Chills, Joint pain?",Shigellosis (Bacillary Dysentery)
"What disease causes Diarrhea, Vomiting, Stomach cramps, Headache, Abdominal pain, Sweating, Rashes, General discomfort, Irritability?",Norovirus Infection
"What disease causes Fatigue, Swollen lymph nodes, Sore throat, Red eyes, Diarrhea, Vomiting, Abdominal pain, Body aches, Feverish?",Roseola
"What disease causes High fever, Runny nose, Rash, Swollen lymph nodes, Sore throat, Headache, Diarrhea, Vomiting, Rashes, Chills, Feverish?",Roseola
"What disease causes High fever, Irritability, Fatigue, Headache, Cough, Red eyes, Body aches, Rashes, Feverish?",Roseola
"What disease causes High fever, Runny nose, Swollen lymph nodes, Chills, Feverish?",Roseola
"What disease causes Fever, Diarrhea, Vomiting, Headache, Fatigue, Body aches, General discomfort, Chills?",Shigellosis (Bacillary Dysentery)
"What disease causes High fever, Runny nose, Irritability, Cough, Red eyes, Vomiting, Loss of appetite, Rashes, Chills, Feverish?",Roseola
"What disease causes Fever, Nausea, Bloody stools, Fatigue, Muscle aches, Body aches, General discomfort, Chills?",Shigellosis (Bacillary Dysentery)
"What disease causes Runny nose, Rash, Fatigue, Cough, Red eyes, Diarrhea, Vomiting, Abdominal pain, Rashes, Chills, Feverish?",Roseola
"What disease causes Low-grade fever, Muscle aches, Nausea, Abdominal pain, Sweating, General discomfort, Fever?",Norovirus Infection
"What disease causes Diarrhea, Low-grade fever, Muscle aches, Headache, Fatigue, Dehydration, Body aches, Fever, Irritability?",Norovirus Infection
